mdk	Mangbutu	Mangbutu-Lese
mdl	Maltese Sign Language	sign
mdm	Mayogo	Eastern Ngbaka
mdn	Mbati	Ngondi-Ngiri
mdp	Mbala	Pende
mdq	Mbole	Mbole-Enya
mdr	Mandar	South Sulawesi
mds	Maria,Maria (New Guinea),Maria (Papua New Guinea)	
mdt	Mbere	Mbete
mdu	Mboko	Mboshi
mdv	Santa Lucía Monteverde Mixtec	Mixtec
mdw	Mbosi	Mboshi
mdx	Dizin	Dizoid
mdy	Maale	Ometo
mdz	Suruí Do Pará	Tupi-Guarani
mea	Menka	Southwest Grassfields
meb	Ikobi-Mena,Ikobi,Mena,Ikobi-Mina	Trans-New Guinea
mec	Mara,Leelawarra,Leelalwarra,Mala,Marra	
med	Melpa	
mee	Mengen	Western Oceanic
mef	Megam	
meg	Mea	New Caledonian
meh	Southwestern Tlaxiaco Mixtec	Mixtec
mei	Midob	Nubian
mej	Meyah,Mejah,Meax	West Papuan
mek	Mekeo	Western Oceanic
mel	Central Melanau	North Sarawakan
mem	Mangala	
men	Mende	Southwestern Mande
meo	Kedah Malay	Malayic
mep	Miriwung	
meq	Merey	Central Chadic
mer	Meru	Kikuyu-Kamba
mes	Masmaje	
met	Mato,Nenaya,Nengaya,Nineia	Western Oceanic
meu	Motu,Pure Motu,True Motu	Western Oceanic
mev	Mano	Mano-Dan
mew	Maaka	West Chadic
mey	Hassaniya	Arabic
mez	Menominee	Algonquian
mfa	Pattani Malay	Malayic
mfb	Bangka	
mfc	Mba	Mba
mfd	Mendankwe-Nkwen	Ngemba
mfe	Mauritian Creole,Mauritian	creole or pidgin
mff	Naki,Bukwen,Mashi	Eastern Beboid
mfg	Mixifore,Mogofin	Mokole
mfh	Matal	Central Chadic
mfi	Wandala,Mandara	Central Chadic
mfj	Mefele	Central Chadic
mfk	North Mofu	Central Chadic
mfl	Putai	
mfm	Marghi South	
mfn	Cross River Mbembe	East-West Upper Cross River
mfo	Mbe	Ekoid
mfp	Makassar Malay	mixed
mfq	Moba	Gurma
mfr	Marrithiyel,Marrithiyal,Marithiel,Maridhiel,Maridhiyel,Berringen,Bringen,Brinken,Nganygit,Marriammu,Mare-Ammu,Maridjabin,Maredyerbin,Maretyabin,Maridyerbin,Maritjabin,Marridan,Meradan,Marramanindjdji,Marramaninydyi,Marimanindji,Mariyedi	Daly
mfs	Mexican Sign Language	sign
mft	Mokerang	Admiralty Islands
mfu	Mbwela	Chokwe-Luchazi
mfv	Mandjak	Papel
mfw	Mulaha	
mfx	Melo	North Ometo
mfy	Mayo	Taracahitic
mfz	Mabaan	Eastern Sudanic
mga	Middle Irish	Goidelic
mgb	Mararit	Taman
mgc	Morokodo	Bongo-Baka
mgd	Moru	Moru-Madi
mge	Mango	Sara
mgf	Maklew	
mgg	Mpongmpong	Bekwilic
mgh	Makhuwa-Meetto	Makua
mgi	Jili,Lijili,Migili,Mijili	South Plateau
mgj	Abureni	Central Delta
mgk	Mawes	Papuan
mgl	Maleu-Kilenge	
mgm	Mambae	Timoric
mgn	Mbangi	Ngbandi
mgo	Meta'	Momo
mgp	Eastern Magar	Greater Magaric
mgq	Malila	Mbeya
mgr	Mambwe-Lungu	Mwika
mgs	Manda (Tanzania),Kimanda,Kinyasa,Nyasa	Bena-Kinga
mgt	Mongol	Papuan
mgu	Mailu	Trans-New Guinea
mgv	Matengo	Mbinga
mgw	Matumbi,Matuumbi,Kimatumbi,Kimatuumbi	Mbinga
mgy	Mbunga	Kilombero
mgz	Mbugwe	Mbugwe-Rangi
mha	Manda (India)	Dravidian
mhb	Mahongwe	Kele
mhc	Mocho	Mayan
mhd	Mbugu,Ma'a,Normal Mbugu,Inner Mbugu	mixed
mhe	Besisi	Aslian
mhf	Mamaa	Finisterre
mhg	Margu	
mhi	Ma'di	Moru-Madi
mhj	Mogholi,Moghol	Mongolic
mhk	Mungaka	Nun
mhl	Mauwake	Madang
mhm	Makhuwa-Moniga	Makua
mhn	Mòcheno	West Germanic
mho	Mashi	Kavango
mhp	Balinese Malay	creole or pidgin
mhq	Mandan	Siouan
mhs	Buru (Indonesia),Buru	Central Maluku
mht	Mandahuaca,Mandauaca,Mandawaka,Mandawaca,Mandauaka,Mandauáka	Nawiki
mhu	Taraon,Darang,Digaro-Mishmi,Digaro Mishmi	Greater Siangic
mhw	Mbukushu	
mhx	Lhao Vo,Langsu,Maru	Burmish
mhy	Ma'anyan	East Barito
mhz	Mor (Austronesian),Mor,Moor,Austronesian Mor	Halmahera-Cenderawasih
mia	Miami	Algonquian
mib	Atatláhuca Mixtec	Mixtec
mic	Mi'kmaq	Eastern Algonquian
mid	Mandaic	Southeastern Aramaic
mie	Ocotepec Mixtec	Mixtec
mif	Mofu-Gudur	Central Chadic
mig	San Miguel el Grande Mixtec,Chalcatongo Mixtec	Mixtec
mih	Chayuco Mixtec	Mixtec
mii	Chigmecatitlán Mixtec	Mixtec
mij	Mungbam,Abar,Missong,Munken,Ngun	Beboid
mik	Mikasuki	Muskogean
mil	Peñoles Mixtec	Mixtec
mim	Alacatlatzala Mixtec	Mixtec
min	Minangkabau	Malayic
mio	Pinotepa Nacional Mixtec	Mixtec
mip	Apasco-Apoala Mixtec	Mixtec
miq	Miskito,Miskitu	Misumalpan
mir	Isthmus Mixe	Mixe-Zoquean
mit	Southern Puebla Mixtec	Mixtec
miu	Cacaloxtepec Mixtec	Mixtec
miw	Akoye	Trans-New Guinea
mix	Mixtepec Mixtec	Mixtec
miy	Ayutla Mixtec	Mixtec
miz	Coatzospan Mixtec	Mixtec
mjb	Makalero,Maklere	Trans-New Guinea
mjc	San Juan Colorado Mixtec	Mixtec
mjd	Northwest Maidu	Maiduan
mje	Muskum	
mjg	Monguor	Mongolic
mji	Kim Mun	Mien
mjj	Mawak	Madang
mjk	Matukar	Western Oceanic
mjl	Mandeali	Western Pahari
mjm	Medebur	Western Oceanic
mjn	Mebu,Ma	Finisterre
mjo	Malankuravan	Dravidian
mjp	Malapandaram	Dravidian
mjq	Malaryan	Dravidian
mjr	Malavedan	Dravidian
mjs	Miship,Chip	West Chadic
mjt	Sawriya Paharia,Sauria Paharia,Sawriya,Sawriya Pahariya,Sawriya Malto,Malto,Malti,Maltu,Maler	Dravidian
mju	Manna-Dora	Dravidian
mjv	Mannan	Dravidian
mjw	Karbi,Arleng,Mikir	Kukish
mjx	Mahali	Munda
mjy	Mahican	Eastern Algonquian
mjz	Majhi	Eastern Indo-Aryan
mka	Mbre	Niger-Congo
mkb	Mal Paharia	
mkc	Siliput	Torricelli
mke	Mawchi	
mkf	Miya	West Chadic
mkg	Mak (China),Mak	Kam-Sui
mki	Dhatki	Western Indo-Aryan
mkj	Mokilese	Micronesian
mkk	Byep	Makaa
mkl	Mokole	
mkm	Moklen	
mkn	Kupang Malay	creole or pidgin
mko	Mingang Doso	Bikwin-Jen
mkp	Moikodi	Trans-New Guinea
mkq	Bay Miwok	Yok-Utian
mkr	Malas	Madang
mks	Silacayoapan Mixtec	Mixtec
mkt	Vamale	New Caledonian
mku	Konyanka Maninka	Maninka
mkv	Mafea	North-Central Vanuatu
mkx	Cinamiguin Manobo	Manobo
mky	East Makian	Halmahera-Cenderawasih
mkz	Makasae	Trans-New Guinea
mla	Tamambo,Malo,Tamabo,Maloese	North-Central Vanuatu
mlb	Mbule	Yambasa
mlc	Caolan,Man Cao Lan	Chongzuo Tai
mle	Manambu	Sepik
mlf	Mal,Thin	Khmuic
mlh	Mape	
mli	Malimpung	
mlj	Miltu	
mlk	Ilwana	Sabaki
mll	Malua Bay	North-Central Vanuatu
mlm	Mulam	Kam-Sui
mln	Malango	Southeast Solomonic
mlo	Mlomp	Bak
mlp	Bargam,Mugil	Madang
mlq	Western Maninkakan	West Manding
mlr	Vame	
mls	Masalit	Nilo-Saharan
mlu	To'abaita,Toqabaqita	Southeast Solomonic
mlv	Mwotlap,Motlav,Volow	North-Central Vanuatu
mlw	Moloko	Central Chadic
mlx	Malfaxal	North-Central Vanuatu
mlz	Malaynon	Philippine
mma	Mama	Jarawan
mmb	Momina	
mmc	Michoacán Mazahua	Otomian
mmd	Maonan	Kam-Sui
mme	Mae	North-Central Vanuatu
mmf	Mundat	West Chadic
mmg	North Ambrym	North-Central Vanuatu
mmh	Mehináku	Arawakan
mmi	Musar	Madang
mmj	Majhwar	
mmk	Mukha-Dora	
mml	Man Met	Palaungic
mmm	Maii	North-Central Vanuatu
mmn	Mamanwa	Philippine
mmo	Mangga Buang	Western Oceanic
mmp	Musan	Arai-Samaia
mmq	Aisi,Musak,Mabɨŋ,Mabing	Madang
mmr	Western Xiangxi Miao	Hmong
mmt	Malalamai	Western Oceanic
mmu	Mmaala	Yambasa
mmv	Miriti	Tucanoan
mmw	Emae	Nuclear Polynesian
mmx	Madak	Western Oceanic
mmy	Migaama	East Chadic
mmz	Mabaale	Ngondi-Ngiri
mna	Mbula	Western Oceanic
mnb	Muna	Muna-Buton
mnc	Manchu	Tungusic
mnd	Mondé,Monde,Salamãi,Salamai,Salamaikã,Sanamaica,Sanamaiká,Sanamaykã	Tupian
mne	Naba	Bagirmi
mnf	Mundani	Momo
mng	Eastern Mnong	Bahnaric
mnh	Mono (Congo),Mono (Democratic Republic of the Congo),Mono	Central Banda
mni	Manipuri,Meitei,Meithei	Sino-Tibetan
mnj	Munji,Munjani,Mundzhan,Mundzhani,Mundzi	Munji-Yidgha
mnk	Mandinka,Mandingo	West Manding
mnl	Tiale	North-Central Vanuatu
mnm	Mapena	
mnn	Southern Mnong	
mnp	Min Bei	Inland Min
mnq	Minriq	Aslian
mnr	Mono (California),Mono (United States of America),Mono,Western Mono,Monache,Monachi,Owens Valley Paiute,Eastern Mono	Numic
mns	Mansi	Ugric
mnt	Maykulan,Mayi-Kulan,Wunumara,Mayi-Yapi,Mayi-Thakurti	Pama-Nyungan
mnu	Mer	
mnv	Rennellese,Rennell-Bellona	Nuclear Polynesian
mnw	Mon,Peguan,Talaing,Raman	Monic
mnx	Manikion,Mantion,Sougb,Sogh	West Papuan
mny	Manyawa	Makua
mnz	Moni	
moa	Mwan	Nwa-Beng
moc	Mocoví,Mbocobí,Mokoví,Moqoyt	Guaicuruan
mod	Mobilian	creole or pidgin
moe	Montagnais	Algonquian
mog	Mongondow	Philippine
moh	Mohawk	Iroquoian
moi	Mboi	Yungur
moj	Monzombo	Kpala
mok	Morori	
mom	Monimbo	
moo	Monom,Monam,Bonam	Bahnaric
mop	Mopan Maya,Mopan,Mopán Maya,Mopán	Mayan
moq	Mor (Papuan),Mor,Papuan Mor	Papuan
mor	Moro	Heiban
mos	Moore,More,Mossi,Moshi,Mõõré,Mòoré,Mooré,Moré,Möré	Moré
mot	Barí,Bari,Baria,Barira,Motilón,Motilon,Motilone	Chibchan
mou	Mogum	East Chadic
mov	Mojave	Yuman-Cochimí
mow	Moi (Congo),Moi	Bangi-Moi
mox	Molima	Western Oceanic
moy	Shekkacho	Gonga
moz	Mukulu	East Chadic
mpa	Mpoto	Mbinga
mpb	Mullukmulluk	
mpc	Mangarayi	
mpd	Machinere	Arawakan
mpe	Majang	Eastern Sudanic
mpg	Marba	Masa
mph	Maung	Iwaidjan
mpi	Mpade	Central Chadic
mpj	Martu Wangka,Yulparija,Yulparitja	Pama-Nyungan
mpk	Mbara (Chad),Mbara	Central Chadic
mpl	Middle Watut	Western Oceanic
mpm	Yosondúa Mixtec	Mixtec
mpn	Mindiri	Western Oceanic
mpo	Miu	Western Oceanic
mpp	Migabac	
mpq	Matís	Panoan
mpr	Vangunu	Western Oceanic
mps	Dadibi,Daribi,Karimui	Trans-New Guinea
mpt	Mian	Ok
mpu	Makuráp,Macurapi,Makurápi,Massaka	Tupian
mpv	Mungkip	Finisterre
mpw	Mapidian	Arawakan
mpx	Misima-Paneati	Western Oceanic
mpy	Mapia	Micronesian
mpz	Mpi	Loloish
mqa	Maba	
mqb	Mbuko	Central Chadic
mqc	Mangole	Central Maluku
mqe	Matepi	Madang
mqf	Momuna	
mqg	Kota Bangun Kutai Malay	
mqh	Tlazoyaltepec Mixtec	Mixtec
mqi	Mariri	
mqj	Mamasa	South Sulawesi
mqk	Rajah Kabunsuwan Manobo	Manobo
mql	Mbelime	Eastern Oti-Volta
mqm	South Marquesan	Eastern Polynesian
mqn	Moronene	Bungku-Tolaki
mqo	Modole	West Papuan
mqp	Manipa	Central Maluku
mqq	Minokok	
mqr	Mander	Tor-Kwerba
mqs	West Makian	West Papuan
mqt	Mok	Palaungic
mqu	Mandari	Bari
mqv	Mosimo	Madang
mqw	Murupi	Madang
mqx	Mamuju	South Sulawesi
mqy	Manggarai	Central-Eastern Malayo-Polynesian
mqz	Malasanga,Pano	Western Oceanic
mra	Mlabri	Mon-Khmer
mrb	Marino	
mrc	Maricopa	Yuman-Cochimí
mrd	Western Magar	Greater Magaric
mre	Martha's Vineyard Sign Language	sign
mrf	Elseng	Border
mrg	Mising,Mishing,Plains Miri,Takam,Hill Miri,Sarak	Tani
mrh	Mara Chin,Chin Mara,Lakher,Mara,Maram,Mira,Zao	Kukish
mrj	Western Mari,Hill Mari,Mountain Mari,Highland Mari	Uralic
mrk	Hmwaveke	New Caledonian
mrl	Mortlockese	Micronesian
mrm	Merlav	North-Central Vanuatu
mrn	Cheke Holo,Maringe	Western Oceanic
mro	Mru	Mruic
mrp	Morouas	North-Central Vanuatu
mrq	North Marquesan	Eastern Polynesian
mrr	Hill Maria,Garhchiroli Maria,Madia,Madiya,Maria (India),Maria	Dravidian
mrs	Maragus	North-Central Vanuatu
mrt	Margi,Marghi Central,Marghi	Central Chadic
mru	Mono (Cameroon),Mono	Mbum
mrv	Mangarevan	Eastern Polynesian
mrw	Maranao	Philippine
mrx	Dineor	Tor-Kwerba
mry	Karaga Mandaya	Philippine
mrz	Marind	
msb	Masbatenyo,Masbateño,Masbateno,Minasbate	Philippine
msc	Sankaran Maninka	Maninka
msd	Yucatec Maya Sign Language	sign
mse	Musey	Masa
msf	Mekwei,Mekwei (New Guinea),Menggwei	Nimboran
msg	Moraid	
msi	Sabah Malay	creole or pidgin
msj	Ma,Madi	Mba
msk	Mansaka	Philippine
msl	Molof	
msm	Agusan Manobo	Manobo
msn	Vurës	North-Central Vanuatu
mso	Mombum	
msp	Maritsauá,Manitsawá,Mantizula	Tupian
msq	Caac	New Caledonian
msr	Mongolian Sign Language	sign
mss	West Masela	Timoric
msu	Musom	Western Oceanic
msv	Maslam	
msw	Mansoanka	
msx	Moresada	
msy	Aruamu	Papuan
msz	Momare	
mta	Cotabato Manobo	Manobo
mtb	Anyin Morofo	Central Tano
mtc	Munit	Madang
mtd	Mualang	Malayic
mte	Alu,Mono,Mono-Alu	Western Oceanic
mtf	Murik (New Guinea),Murik (Papua New Guinea),Murik,Sepik Murik	Lower Sepik
mtg	Una	
mth	Munggui	Halmahera-Cenderawasih
mti	Maiwa (New Guinea),Maiwa (Papua New Guinea),Maiwa	Trans-New Guinea
mtj	Moskona	
mtk	Mbe'	Nkambe
mtl	Montol	West Chadic
mtm	Mator,Taygi,Karagas,Mator-Taygi-Karagas	Samoyedic
mtn	Matagalpa	Misumalpan
mto	Totontepec Mixe	Mixe-Zoquean
mtp	Wichí Lhamtés Nocten	Wichí
mtq	Muong	Vietic
mtr	Mewari	Western Indo-Aryan
mts	Yora	Panoan
mtt	Mota	North-Central Vanuatu
mtu	Tututepec Mixtec	Mixtec
mtv	Asaro'o,Molet,Molet Kasu,Molet Mur	Finisterre
mtw	Magahat	
mtx	Tidaá Mixtec	Mixtec
mty	Nabi	Torricelli
mua	Mundang	Mbum
mub	Mubi	East Chadic
muc	Mbu'	Beboid
mud	Mednyj Aleut	
mue	Media Lengua	creole or pidgin
mug	Musgu	Central Chadic
muh	Mündü,Mundu	Eastern Ngbaka
mui	Musi,Palembang Malay,Basa Pelembang Sari-sari,Sekayu	Malayic
muj	Mabire	
mul	Translingual	not a family
mum	Maiwala	Western Oceanic
muo	Nyong	Leko
mup	Malvi	Western Indo-Aryan
muq	Eastern Xiangxi Miao	Hmong
mur	Murle	Eastern Sudanic
mus	Creek,Muscogee	Muskogean
mut	Western Muria	Dravidian
muu	Yaaku	Cushitic
muv	Muthuvan	Dravidian
mux	Bo-Ung	
muy	Muyang	Central Chadic
muz	Mursi	Eastern Sudanic
mva	Manam	Western Oceanic
mvb	Mattole	Pacific Coast Athabaskan
mvd	Mamboru	Malayo-Polynesian
mvg	Yucuañe Mixtec	Mixtec
mvh	Mire	
mvi	Miyako	Ryukyuan
mvk	Mekmek	Yuat
mvl	Mbara (Australia),Mbara,Midjamba	Pama-Nyungan
mvm	Muya	Qiangic
mvn	Minaveha	Western Oceanic
mvo	Marovo	Western Oceanic
mvp	Duri	South Sulawesi
mvq	Moere	Madang
mvr	Marau	Halmahera-Cenderawasih
mvs	Massep	Tor-Kwerba
mvt	Mpotovoro	North-Central Vanuatu
mvu	Marfa	
mvv	Tagal Murut	Sabahan
mvw	Machinga	Ruvuma
mvx	Meoswar	Halmahera-Cenderawasih
mvy	Indus Kohistani	Dardic
mvz	Mesqan	Ethiopian Semitic
mwa	Mwatebu	Western Oceanic
mwb	Juwal	Torricelli
mwc	Are	Western Oceanic
mwe	Mwera,Chimwera,Cimwera,Mwela	Ruvuma
mwf	Murrinh-Patha	Daly
mwg	Aiklep	Western Oceanic
mwh	Mouk-Aria	Western Oceanic
mwi	Labo	North-Central Vanuatu
mwk	Kita Maninkakan	West Manding
mwl	Mirandese	West Iberian
mwm	Sar	Sara
mwn	Nyamwanga	Mwika
mwo	Central Maewo	
mwp	Kala Lagaw Ya	Pama-Nyungan
mwq	Mün Chin,Mün,Müün Chin	Kukish
mwr	Marwari,Merwari,Dhundari,Shekhawati,Harauti,Goaria,Gurgula	Western Indo-Aryan
mws	Mwimbi-Muthambi	Kikuyu-Kamba
mwt	Moken	Malayo-Polynesian
mwu	Mittu	Bongo-Baka
mwv	Mentawai	Northwest Sumatran
mww	White Hmong,Hmong Daw,Hmoob Dawb	Hmong
mwz	Moingi	
mxa	Northwest Oaxaca Mixtec	Mixtec
mxb	Tezoatlán Mixtec	Mixtec
mxd	Modang	Malayo-Polynesian
mxe	Mele-Fila	Nuclear Polynesian
mxf	Malgbe	
mxg	Mbangala	Yaka
mxh	Mvuba	Mangbutu-Lese
mxi	Mozarabic	West Iberian
mxj	Miju,Miju Mishmi,Miju-Mishmi,Geman Deng,Geman,Kaman,Kman,Midzu	Midzu
mxk	Monumbo	Torricelli
mxl	Maxi Gbe	Gbe
mxm	Meramera	Western Oceanic
mxn	Moi (Indonesia),Moi,Mekwei	Papuan
mxo	Mbowe	Kavango
mxp	Tlahuitoltepec Mixe	
mxq	Juquila Mixe	
mxr	Murik (Malaysia),Murik,Kayan Murik	
mxs	Huitepec Mixtec	Mixtec
mxt	Jamiltepec Mixtec	Mixtec
mxu	Mada (Cameroon),Mada	Central Chadic
mxv	Metlatónoc Mixtec	Mixtec
mxw	Namo	
mxx	Mahou,Mawukakan,Mahu,Maou,Mau,Mawu	Maninka
mxy	Southeastern Nochixtlán Mixtec	Mixtec
mxz	Central Masela	Timoric
myb	Mbay	Sara
myc	Mayeka	Boan
mye	Myene	Tsogo
myf	Bambassi	Mao
myg	Manta	Momo
myh	Makah	Wakashan
myj	Mangayat	Sere
myk	Mamara Senoufo	Suppire-Mamara
myl	Moma	Malayo-Polynesian
mym	Me'en	Eastern Sudanic
myo	Anfillo	Gonga
myp	Pirahã	Muran
myr	Muniche	
mys	Mesmes	Ethiopian Semitic
myu	Mundurukú	Tupian
myv	Erzya,Mordvin	Mordvinic
myw	Muyuw	Western Oceanic
myx	Masaba,Masaaba	Masaba-Luhya
myy	Macuna,Buhagana,Bujagana,Wahana	Tucanoan
myz	Classical Mandaic	Southeastern Aramaic
mza	Santa María Zacatepec Mixtec	Mixtec
mzb	Tumzabt,Mozabite,Tumẓabt	Berber
mzc	Madagascar Sign Language	sign
mzd	Malimba	Sawabantu
mze	Morawa	
mzg	Monastic Sign Language	sign
mzh	Wichí Lhamtés Güisnay	Wichí
mzi	Ixcatlán Mazatec	Mazatecan
mzj	Manya	Maninka
mzk	Nigeria Mambila	Mambiloid
mzl	Mazatlán Mixe	
mzm	Mumuye	Mumuye
mzn	Mazanderani,Mazandarani,Tabari	Mazanderani-Shahmirzadi
mzo	Matipuhy	Cariban
mzp	Movima	isolate
mzq	Mori Atas	Bungku-Tolaki
mzr	Marúbo	Panoan
mzs	Macanese	creole or pidgin
mzt	Mintil	Aslian
mzu	Inapang	Papuan
mzv	Manza	Eastern Gbaya
mzw	Deg	Western Gurunsi
mzx	Mawayana	Arawakan
mzy	Mozambican Sign Language	sign
mzz	Maiadomu	Western Oceanic
naa	Namla	Pauwasi
nab	Nambikwara,Nambiquara,Nambicuara,Nambikuara,Southern Nambikuára	Nambikwaran
nac	Narak	Trans-New Guinea
nae	Naka'ela	Malayo-Polynesian
naf	Nabak	Trans-New Guinea
nag	Naga Pidgin,Nagamese	creole or pidgin
nah	Nahuatl	Nahuan
naj	Nalu	Nalu
nak	Nakanai	Western Oceanic
nal	Nalik	Western Oceanic
nam	Ngan'gityemerri,Ngan'gi,Nangikurrunggurr	Daly
nan	Min Nan,Hokkien,Taiwanese,Amoy,Xiamenese	Coastal Min
nao	Naaba,Naapa,Nawa Sherpa	Sino-Tibetan
nap	Neapolitan	Italo-Dalmatian
naq	Khoekhoe,Nama,Hottentot,Khoekhoegowab,Damara,Namagowab	Khoekhoe
nar	Iguta	Jera
nas	Nasioi,Naasioi	South Bougainville
nat	Hungworo	Kamuku
naw	Nawuri	Guang
nax	Nakwi	Left May
nay	Ngarrindjeri,Yaraldi	Pama-Nyungan
naz	Coatepec Nahuatl	Nahuan
nba	Nyemba	Chokwe-Luchazi
nbb	Ndoe	Ekoid
nbc	Chang	Konyak-Chang
nbd	Ngbinda	Boan
nbe	Konyak Naga	Konyak-Chang
nbg	Nagarchal	Dravidian
nbh	Ngamo	West Chadic
nbi	Mao Naga	Angami-Pochuri
nbj	Ngarinman	
nbk	Nake	Madang
nbm	Ngbaka Ma'bo	Mbaka
nbn	Kuri,Nabi	Malayo-Polynesian
nbo	Nkukoli	East-West Upper Cross River
nbp	Nnam	Ekoid
nbq	Nggem	Trans-New Guinea
nbr	Numana,Ningye,Numana-Nunku-Gbantu-Numbu	Ninzic
nbs	Namibian Sign Language	sign
nbt	Na,Bangni	Tani
nbu	Rongmei Naga	Zeme
nbv	Ngamambo	Momo
nbw	Southern Ngbandi	Ngbandi
nby	Ningera	Border
nca	Iyo	Finisterre
ncb	Central Nicobarese,Nancowry,Nankwari,Camorta,Kamorta,Katchal,Tehnu	Nicobarese
ncc	Ponam	Admiralty Islands
ncd	Nachering	Central Kiranti
nce	Yale	Papuan
ncf	Notsi	Western Oceanic
ncg	Nisga'a	Tsimshianic
nch	Central Huasteca Nahuatl	Nahuan
nci	Classical Nahuatl	Nahuan
ncj	Northern Puebla Nahuatl	Nahuan
nck	Nakara	Arnhem
ncl	Michoacán Nahuatl	Nahuan
ncm	Nambo	
ncn	Nauna	Admiralty Islands
nco	Sibe	South Bougainville
ncr	Ncane	Eastern Beboid
ncs	Nicaraguan Sign Language	sign
nct	Chothe Naga,Chothe	Kukish
ncu	Chumburung	Guang
ncx	Central Puebla Nahuatl	Nahuan
ncz	Natchez	
nda	Ndasa	Kele
ndb	Kenswei Nsei	Northern Ring
ndc	Ndau	Shona
ndd	Nde-Nsele-Nta	Ekoid
ndf	Nadruvian	
ndg	Ndengereko	Mbinga
ndh	Ndali	Rungwe
ndi	Chamba Leko,Samba Leko,Samba Leeko	Leko
ndj	Ndamba	Kilombero
ndk	Ndaka	Nyali
ndl	Ndolo	Zamba-Binza
ndm	Ndam	East Chadic
ndn	Ngundi	Ngondi-Ngiri
ndp	Ndo	Mangbutu-Lese
ndq	Ndombe	Southwest Bantu
ndr	Ndoola	Mambiloid
nds	Low German,Low Saxon,Modern Low German	West Germanic
ndt	Ndunga	Mba
ndu	Dugun	Duru
ndv	Ndut	Cangin
ndw	Ndobo	Ngondi-Ngiri
ndx	Nduga	
ndy	Lutos	Vale
ndz	Ndogo	Sere
nea	Eastern Ngad'a	Central-Eastern Malayo-Polynesian
neb	Toura	Mano-Dan
nec	Nedebang	Trans-New Guinea
ned	Nde-Gbite	Grassfields
nee	Kumak,Nêlêmwa-Nixumwak,Nêlêmwa,Nixumwak,Nenema	New Caledonian
nef	Nefamese	creole or pidgin
neg	Negidal	Tungusic
neh	Nyenkha,Nyen,Henka,Mangsdekha,Phobjip,Mangdep,Mangde,Hen Kha,Henkha,Mandebi-kha,Nehan,Phobjikha,Chutobikha	East Bodish
nej	Neko	Finisterre
nek	Neku	New Caledonian
nem	Nemi	New Caledonian
nen	Nengone	Central-Eastern Oceanic
neo	Ná-Meo	Hmong
neq	North Central Mixe	
ner	Yahadian	
nes	Bhoti Kinnauri	Lahuli-Spiti
net	Nete	Engan
neu	Neo	constructed
nev	Nyaheun	Bahnaric
new	Newar,Newari	Newaric
nex	Neme	
ney	Neyo	Kru
nez	Nez Perce,Nez Percé,Numipu	Sahaptian
nfa	Dhao	Malayo-Polynesian
nfd	Ahwai	Plateau
nfl	Aiwoo,Äiwoo	Oceanic
nfr	Nafaanra	Senufo
nfu	Mfumte	Nkambe
nga	Ngbaka,Ngbaka Gbaya,Ngbaka Minagende	Eastern Gbaya
ngb	Northern Ngbandi	Ngbandi
ngc	Ngombe (Congo),Ngombe (Democratic Republic of the Congo),Lingombe	Buja-Ngombe
ngd	Ngando (Central African Republic),Bagandou,Ngando,Bangandou	Ngondi-Ngiri
nge	Ngemba	Ngemba
ngg	Ngbaka Manza	Eastern Gbaya
ngh	Nǀuu,Nǁng	Tuu
ngi	Ngizim	West Chadic
ngj	Ngie	Momo
ngk	Ngalkbun	Gunwinyguan
ngl	Lomwe	Makua
ngm	Ngatik Men's Creole,Ngatikese,Ngatikese Pidgin,Ngatikese Creole	creole or pidgin
ngn	Ngwo	Momo
ngo	Ngoni	Nguni
ngp	Ngulu	Seuta
ngq	Ngoreme	Logooli-Kuria
ngr	Nagu	Oceanic
ngs	Gvoko	Central Chadic
ngt	Ngeq,Kriang,Ngkriang	Katuic
ngu	Guerrero Nahuatl	Nahuan
ngv	Nagumi	Jarawan
ngw	Ngwaba	Central Chadic
ngx	Nggwahyi	Central Chadic
ngy	Tibea	Bafia
ngz	Ngungwel	Central Teke
nha	Nhanda	Southwest Pama-Nyungan
nhb	Beng	Nwa-Beng
nhc	Tabasco Nahuatl	Nahuan
nhd	Chiripá,Ava Guarani,Chiripá Guarani,Nhandéva	Tupi-Guarani
nhe	Eastern Huasteca Nahuatl	Nahuan
nhf	Nhuwala	Ngayarda
nhg	Tetelcingo Nahuatl	Nahuan
nhh	Nahari	Eastern Indo-Aryan
nhi	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	Nahuan
nhk	Cosoleacaque Nahuatl,Isthmus-Cosoleacaque Nahuatl,Cosoleacaque Isthmus Nahuatl	Nahuan
nhm	Morelos Nahuatl	Nahuan
nhn	Central Nahuatl	Nahuan
nho	Takuu	Nuclear Polynesian
nhp	Pajapan Nahuatl,Isthmus-Pajapan Nahuatl,Pajapan Isthmus Nahuatl	Nahuan
nhq	Huaxcaleca Nahuatl	Nahuan
nhr	Naro	Kalahari Khoe
nht	Ometepec Nahuatl	Nahuan
nhu	Noone	Eastern Beboid
nhv	Temascaltepec Nahuatl	Nahuan
nhw	Western Huasteca Nahuatl	Nahuan
nhx	Mecayapan Nahuatl,Isthmus-Mecayapan Nahuatl,Mecayapan Isthmus Nahuatl	Nahuan
nhy	Northern Oaxaca Nahuatl	Nahuan
nhz	Santa María La Alta Nahuatl	Nahuan
nia	Nias	Northwest Sumatran
nib	Nakame	Finisterre
